timestamp,Actual Load,RF_prediction,XGB_prediction
2022-08-26 01:00:00+00:00,5467.0,5527.369142857143,5502.3335
2022-08-26 02:00:00+00:00,5565.0,5569.194564102564,5546.8125
2022-08-26 03:00:00+00:00,5913.0,5949.748876309114,5903.6475
2022-08-26 04:00:00+00:00,6700.0,6825.931701007742,6819.5903
2022-08-26 05:00:00+00:00,7265.0,7218.082852047741,7158.424
2022-08-26 06:00:00+00:00,7640.0,7579.466885486607,7476.6616
2022-08-26 07:00:00+00:00,7893.0,7675.432390448396,7675.5806
2022-08-26 08:00:00+00:00,7970.0,7723.660806627492,7806.7886
2022-08-26 09:00:00+00:00,8149.0,7819.773133485217,7886.8125
2022-08-26 10:00:00+00:00,8132.0,7709.804936471851,7864.4077
2022-08-26 11:00:00+00:00,7965.0,7677.595267596169,7570.9595
2022-08-26 12:00:00+00:00,7784.0,7582.262673848381,7242.2334
2022-08-26 13:00:00+00:00,7701.0,7544.435715617474,7318.3657
2022-08-26 14:00:00+00:00,7555.0,7442.882714025848,7260.6226
2022-08-26 15:00:00+00:00,7435.0,7001.891026248609,7107.026
2022-08-26 16:00:00+00:00,7134.0,6832.0566324746305,6858.677
2022-08-26 17:00:00+00:00,7001.0,6810.215545495559,6842.1763
2022-08-26 18:00:00+00:00,6865.0,6786.493217042875,6814.0557
2022-08-26 19:00:00+00:00,6467.0,6359.786234426668,6293.136
2022-08-26 20:00:00+00:00,6002.0,5908.615849491624,5856.6753
2022-08-26 21:00:00+00:00,5672.0,5577.259444444445,5544.781
2022-08-26 22:00:00+00:00,5314.0,5181.825563585435,5192.1245
2022-08-26 23:00:00+00:00,5151.0,5135.662510014006,5109.293
2022-08-27 00:00:00+00:00,5067.0,5049.876642857143,5014.896
2022-08-27 01:00:00+00:00,5049.0,5030.26487965368,4989.078
2022-08-27 02:00:00+00:00,5050.0,5033.800868542569,4991.715
2022-08-27 03:00:00+00:00,5042.0,5091.444956709957,5112.4272
2022-08-27 04:00:00+00:00,5183.0,5168.830225490196,5129.246
2022-08-27 05:00:00+00:00,5546.0,5555.408762393163,5490.614
2022-08-27 06:00:00+00:00,5979.0,5946.157329489442,5907.0503
2022-08-27 07:00:00+00:00,6359.0,6372.787139572128,6238.819
2022-08-27 08:00:00+00:00,6587.0,6569.637594477609,6422.2744
